OBJECTID,taxon_kingdom_name,taxon_phylum_name,taxon_class_name,taxon_order_name,taxon_family_name,taxon_genus_name,taxon_species_name,taxon_infraspecific_name,taxon_category_name,scientific_name,common_name,taxon_rank,long,lat,center_x,center_y
1,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,herodias,,Aves,Ardea herodias,Great Blue Heron,species,-122.96700499999997,38.04081000000008,-122.89482290799998,38.01598558650005
2,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Aesculus,californica,,Plantae,Aesculus californica,California buckeye,species,-122.85762833299998,38.042819500000064,-122.89482290799998,38.01598558650005
3,Animalia,Chordata,Aves,Accipitriformes,Pandionidae,Pandion,haliaetus,,Aves,Pandion haliaetus,Osprey,species,-122.96348571799996,38.026409149000074,-122.89482290799998,38.01598558650005
4,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus,canadensis,,Mammalia,Cervus canadensis,Elk,species,-122.94393753899999,38.04308695000003,-122.89482290799998,38.01598558650005
5,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Calochortus,tolmiei,,Plantae,Calochortus tolmiei,Tolmie's pussy ears,species,-122.96649166699996,37.99101666700005,-122.89482290799998,38.01598558650005
6,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,hemionus,columbianus,Mammalia,Odocoileus hemionus columbianus,Black-tailed Deer,subspecies,-122.98627999999997,38.02565000000004,-122.89482290799998,38.01598558650005
7,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Mirounga,angustirostris,,Mammalia,Mirounga angustirostris,Northern Elephant Seal,species,-122.97345832999997,37.993021670000076,-122.89482290799998,38.01598558650005
8,Animalia,Chordata,Aves,Cathartiformes,Cathartidae,Cathartes,aura,,Aves,Cathartes aura,Turkey Vulture,species,-122.88422999999995,38.030752833000065,-122.89482290799998,38.01598558650005
9,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Mirounga,angustirostris,,Mammalia,Mirounga angustirostris,Northern Elephant Seal,species,-122.98271665199997,38.00071171600007,-122.89482290799998,38.01598558650005
10,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,alba,,Aves,Calidris alba,Sanderling,species,-122.89921451199996,38.02742465500006,-122.89482290799998,38.01598558650005
11,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Platanthera,dilatata,leucostachys,Plantae,Platanthera dilatata leucostachys,Sierra Bog Orchid,variety,-122.823611546,38.02367871400003,-122.89482290799998,38.01598558650005
12,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,corax,,Aves,Corvus corax,Common Raven,species,-122.90900405399998,38.03023329200005,-122.89482290799998,38.01598558650005
13,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Marah,fabacea,,Plantae,Marah fabacea,California manroot,species,-122.97732214899997,37.99494818900007,-122.89482290799998,38.01598558650005
14,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,alba,,Aves,Calidris alba,Sanderling,species,-122.96163747999998,38.02703572200005,-122.89482290799998,38.01598558650005
15,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Mirounga,angustirostris,,Mammalia,Mirounga angustirostris,Northern Elephant Seal,species,-122.97327367999998,37.99412914700008,-122.89482290799998,38.01598558650005
16,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Iris,douglasiana,,Plantae,Iris douglasiana,Douglas iris,species,-122.96655779999998,37.991262955000025,-122.89482290799998,38.01598558650005
17,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Clinocardium,nuttallii,,Mollusca,Clinocardium nuttallii,Nuttall's Cockle,species,-122.90854666999996,38.02896117000006,-122.89482290799998,38.01598558650005
18,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Leratiomyces,percevalii,,Fungi,Leratiomyces percevalii,Mulch Maids,species,-122.93233130499999,38.04806498100004,-122.89482290799998,38.01598558650005
19,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coccinella,californica,,Insecta,Coccinella californica,California Lady Beetle,species,-122.98218536399997,37.99746704100005,-122.89482290799998,38.01598558650005
20,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Macrocystis,pyrifera,,Other,Macrocystis pyrifera,Giant Kelp,species,-122.93522412299995,38.027779327000076,-122.89482290799998,38.01598558650005
21,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,arboreus,,Plantae,Lupinus arboreus,yellow bush lupine,species,-122.97204589799998,37.99322509800004,-122.89482290799998,38.01598558650005
22,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,deliciosus,,Fungi,Lactarius deliciosus,saffron milkcap,species,-122.882789205,38.02846194700004,-122.89482290799998,38.01598558650005
23,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,californicus,,Plantae,Ranunculus californicus,California buttercup,species,-122.97578333299998,37.99380555600004,-122.89482290799998,38.01598558650005
24,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,latifolius,,Plantae,Lathyrus latifolius,broad-leaved sweet pea,species,-122.80135333299995,38.01281666700004,-122.89482290799998,38.01598558650005
25,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Calochortus,tolmiei,,Plantae,Calochortus tolmiei,Tolmie's pussy ears,species,-122.96554499999996,37.99036333300006,-122.89482290799998,38.01598558650005
26,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae,Erythranthe,guttata,,Plantae,Erythranthe guttata,seep monkeyflower,species,-122.79859713599996,38.008514913000056,-122.89482290799998,38.01598558650005
27,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eriophyllum,staechadifolium,,Plantae,Eriophyllum staechadifolium,Lizard tail,species,-122.95954833299999,38.02777833300007,-122.89482290799998,38.01598558650005
28,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,fuscipes,,Mammalia,Neotoma fuscipes,Dusky-footed Woodrat,species,-122.85472166699998,38.04350550000004,-122.89482290799998,38.01598558650005
29,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,,,Plantae,Geranium,geraniums and cranesbills,genus,-122.80132359999999,38.01310900000004,-122.89482290799998,38.01598558650005
30,Animalia,Chordata,Amphibia,Anura,Hylidae,Pseudacris,regilla,,Amphibia,Pseudacris regilla,Pacific chorus frog,species,-122.86990333299997,38.04950833300006,-122.89482290799998,38.01598558650005
31,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Triphysaria,eriantha,rosea,Plantae,Triphysaria eriantha rosea,pink butter 'n' eggs,subspecies,-122.98694610599995,37.99624633800005,-122.89482290799998,38.01598558650005
32,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,Viola,adunca,,Plantae,Viola adunca,hookedspur violet,species,-122.97587499999997,37.99380833300006,-122.89482290799998,38.01598558650005
33,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Marah,fabacea,,Plantae,Marah fabacea,California manroot,species,-122.88267833299994,38.03384333300005,-122.89482290799998,38.01598558650005
34,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,virginiensis,,Insecta,Vanessa virginiensis,American Lady,species,-122.97929617699998,37.996530230000076,-122.89482290799998,38.01598558650005
35,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,dissectum,,Plantae,Geranium dissectum,Cut-leaved crane's-bill,species,-122.973182313,37.99298857800005,-122.89482290799998,38.01598558650005
36,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Erysimum,concinnum,,Plantae,Erysimum concinnum,headland wallflower,species,-122.96580499999999,37.99054666700005,-122.89482290799998,38.01598558650005
37,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Mirounga,angustirostris,,Mammalia,Mirounga angustirostris,Northern Elephant Seal,species,-122.96187579999997,38.02756110000007,-122.89482290799998,38.01598558650005
38,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,heermanni,,Aves,Larus heermanni,Heermann's Gull,species,-122.98010333299999,37.99651333300005,-122.89482290799998,38.01598558650005
39,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,gallica,,Plantae,Silene gallica,Common catchfly,species,-122.81132345999998,37.99012786000003,-122.89482290799998,38.01598558650005
40,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Nereocystis,luetkeana,,Other,Nereocystis luetkeana,Bull Kelp,species,-122.96009994499997,38.02679971400005,-122.89482290799998,38.01598558650005
41,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,occidentalis,,Aves,Larus occidentalis,Western Gull,species,-122.88952499999999,38.02618611100007,-122.89482290799998,38.01598558650005
42,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Cerastium,arvense,,Plantae,Cerastium arvense,field chickweed,species,-122.97461443599997,37.993909073000054,-122.89482290799998,38.01598558650005
43,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,lanceolata,,Plantae,Plantago lanceolata,English plantain,species,-122.96576255599996,37.99052158300003,-122.89482290799998,38.01598558650005
44,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,heermanni,,Aves,Larus heermanni,Heermann's Gull,species,-122.96015083399999,38.02739319500006,-122.89482290799998,38.01598558650005
45,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Carpobrotus,chilensis,,Plantae,Carpobrotus chilensis,Chilean sea fig,species,-122.87759499999999,38.02465600000005,-122.89482290799998,38.01598558650005
46,Animalia,Chordata,Aves,Piciformes,Picidae,Sphyrapicus,ruber,,Aves,Sphyrapicus ruber,Red-breasted Sapsucker,species,-122.87004499999995,38.047585000000026,-122.89482290799998,38.01598558650005
47,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Calystegia,purpurata,,Plantae,Calystegia purpurata,Pacific False Bindweed,species,-122.980505,37.996688333000066,-122.89482290799998,38.01598558650005
48,Animalia,Arthropoda,Malacostraca,Decapoda,Hippidae,Emerita,analoga,,Other,Emerita analoga,Pacific Sand Crab,species,-122.95146942099996,38.029884338000045,-122.89482290799998,38.01598558650005
49,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Sanicula,arctopoides,,Plantae,Sanicula arctopoides,Footsteps of spring,species,-122.96582833299999,37.99058666700006,-122.89482290799998,38.01598558650005
50,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Narcissus,papyraceus,,Plantae,Narcissus papyraceus,Paperwhite,species,-122.91937999999999,38.060325000000034,-122.89482290799998,38.01598558650005
51,Animalia,Mollusca,Gastropoda,Nudibranchia,Aeolidiidae,Aeolidia,loui,,Mollusca,Aeolidia loui,shag-rug nudibranch,species,-122.84299166699998,38.00912777800005,-122.89482290799998,38.01598558650005
52,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Fragaria,vesca,,Plantae,Fragaria vesca,wood strawberry,species,-122.82167546299996,38.025012254000046,-122.89482290799998,38.01598558650005
53,Animalia,Arthropoda,Malacostraca,Decapoda,Grapsidae,Pachygrapsus,crassipes,,Other,Pachygrapsus crassipes,Striped Shore Crab,species,-122.95376848399997,38.02982783200008,-122.89482290799998,38.01598558650005
54,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,dissectum,,Plantae,Geranium dissectum,Cut-leaved crane's-bill,species,-122.87627777799997,38.042269444000056,-122.89482290799998,38.01598558650005
55,Animalia,Mollusca,Gastropoda,Stylommatophora,Ariolimacidae,Ariolimax,buttoni,,Mollusca,Ariolimax buttoni,Button's Banana Slug,species,-122.82799429999994,38.035175397000046,-122.89482290799998,38.01598558650005
56,Animalia,Chordata,Aves,Anseriformes,Anatidae,Melanitta,perspicillata,,Aves,Melanitta perspicillata,Surf Scoter,species,-122.89263666699998,38.02719333300007,-122.89482290799998,38.01598558650005
57,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Distichlis,spicata,,Plantae,Distichlis spicata,Seashore Saltgrass,species,-122.96220333299999,38.027211167000075,-122.89482290799998,38.01598558650005
58,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Batrachoseps,attenuatus,,Amphibia,Batrachoseps attenuatus,California Slender Salamander,species,-122.90695518199999,38.009554679000075,-122.89482290799998,38.01598558650005
59,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,herodias,,Aves,Ardea herodias,Great Blue Heron,species,-122.91831166699995,38.05247166700008,-122.89482290799998,38.01598558650005
60,Animalia,Chordata,Reptilia,Squamata,Colubridae,Diadophis,punctatus,amabilis,Reptilia,Diadophis punctatus amabilis,Pacific Ringneck Snake,subspecies,-122.79402336399994,38.00266234900005,-122.89482290799998,38.01598558650005
61,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera,hispidula,,Plantae,Lonicera hispidula,Pink Honeysuckle,species,-122.85845861799999,38.04327643500005,-122.89482290799998,38.01598558650005
62,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera,involucrata,,Plantae,Lonicera involucrata,twinberry honeysuckle,species,-122.85584166699999,38.02507500000007,-122.89482290799998,38.01598558650005
63,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Urile,penicillatus,,Aves,Urile penicillatus,Townsend's Cormorant,species,-122.88353304099996,38.023475174000055,-122.89482290799998,38.01598558650005
64,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Mirounga,angustirostris,,Mammalia,Mirounga angustirostris,Northern Elephant Seal,species,-122.98320472199998,37.99870887600008,-122.89482290799998,38.01598558650005
65,Animalia,Arthropoda,Malacostraca,Amphipoda,Talitridae,Megalorchestia,californiana,,Other,Megalorchestia californiana,California Beach Flea,species,-122.95553469999999,38.02876467800007,-122.89482290799998,38.01598558650005
66,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,latrans,,Mammalia,Canis latrans,Coyote,species,-122.97987728499999,37.99823932600003,-122.89482290799998,38.01598558650005
67,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Sisyrinchium,bellum,,Plantae,Sisyrinchium bellum,western blue-eyed grass,species,-122.97956133999998,37.99596716000008,-122.89482290799998,38.01598558650005
68,Plantae,Tracheophyta,Magnoliopsida,Fabales,Polygalaceae,Rhinotropis,californica,,Plantae,Rhinotropis californica,California milkwort,species,-122.87817499999994,38.03951950000004,-122.89482290799998,38.01598558650005
69,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Sisyrinchium,bellum,,Plantae,Sisyrinchium bellum,western blue-eyed grass,species,-122.98085046899996,37.996806348000064,-122.89482290799998,38.01598558650005
70,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Icaricia,acmon,,Insecta,Icaricia acmon,Acmon Blue,species,-122.90086472999997,38.05075502400007,-122.89482290799998,38.01598558650005
71,Animalia,Chordata,Reptilia,Squamata,Anguidae,Elgaria,coerulea,,Reptilia,Elgaria coerulea,Northern Alligator Lizard,species,-122.80082833299997,38.013763883000024,-122.89482290799998,38.01598558650005
72,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Layia,carnosa,,Plantae,Layia carnosa,beach tidytips,species,-122.85031700199994,38.04305809300007,-122.89482290799998,38.01598558650005
73,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Tellima,grandiflora,,Plantae,Tellima grandiflora,fringe cups,species,-122.80026130999994,37.999322524000036,-122.89482290799998,38.01598558650005
74,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Marah,oregana,,Plantae,Marah oregana,coastal manroot,species,-122.81029750699997,38.00440875900006,-122.89482290799998,38.01598558650005
75,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Dudleya,farinosa,,Plantae,Dudleya farinosa,powdery liveforever,species,-122.94694895299995,38.031289396000034,-122.89482290799998,38.01598558650005
76,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Dudleya,cymosa,,Plantae,Dudleya cymosa,Canyon Live-forever,species,-122.84752988999998,38.01761070100008,-122.89482290799998,38.01598558650005
77,Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,Hyalophora,euryalus,,Insecta,Hyalophora euryalus,Ceanothus Silk Moth,species,-122.88878157199997,38.02729018000008,-122.89482290799998,38.01598558650005
78,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,Viola,odorata,,Plantae,Viola odorata,Sweet violet,species,-122.85379949999998,38.04547430000008,-122.89482290799998,38.01598558650005
79,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coccinella,septempunctata,,Insecta,Coccinella septempunctata,Seven-spotted Ladybird Beetle,species,-122.96554499999996,37.990313333000074,-122.89482290799998,38.01598558650005
80,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,leucophrys,gambelii,Aves,Zonotrichia leucophrys gambelii,Gambel's White-crowned Sparrow,subspecies,-122.988827862,38.01620762400006,-122.89482290799998,38.01598558650005
81,Animalia,Chordata,Aves,Pelecaniformes,Pelecanidae,Pelecanus,occidentalis,,Aves,Pelecanus occidentalis,Brown Pelican,species,-122.97999999999996,37.99700000000007,-122.89482290799998,38.01598558650005
82,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,elegantissima,,Other,Anthopleura elegantissima,Aggregating Anemone,species,-122.84398499999998,38.00951700000007,-122.89482290799998,38.01598558650005
83,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Passerculus,sandwichensis,,Aves,Passerculus sandwichensis,Savannah Sparrow,species,-122.92221109599996,38.055283261000056,-122.89482290799998,38.01598558650005
84,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Arabis,blepharophylla,,Plantae,Arabis blepharophylla,Coast Rockcress,species,-122.97487999999998,37.99438666700007,-122.89482290799998,38.01598558650005
85,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Tellima,grandiflora,,Plantae,Tellima grandiflora,fringe cups,species,-122.79691999999994,38.00197500000007,-122.89482290799998,38.01598558650005
86,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Briza,minor,,Plantae,Briza minor,Little quaking-grass,species,-122.86989699999998,38.04928600000005,-122.89482290799998,38.01598558650005
87,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Callipepla,californica,,Aves,Callipepla californica,California Quail,species,-122.86751368499995,38.03992055200007,-122.89482290799998,38.01598558650005
88,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lotus,tenuis,,Plantae,Lotus tenuis,narrow-leaf bird's-foot trefoil,species,-122.85574206999996,38.03382649800005,-122.89482290799998,38.01598558650005
89,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Lophocampa,maculata,,Insecta,Lophocampa maculata,Spotted Tussock Moth,species,-122.98343220699996,37.99726674300007,-122.89482290799998,38.01598558650005
90,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,pilularis,,Plantae,Baccharis pilularis,coyote brush,species,-122.93258666999998,38.051375000000064,-122.89482290799998,38.01598558650005
91,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus,canadensis,,Mammalia,Cervus canadensis,Elk,species,-122.98602222199997,38.026863889000026,-122.89482290799998,38.01598558650005
92,Animalia,Chordata,Aves,Anseriformes,Anatidae,Melanitta,perspicillata,,Aves,Melanitta perspicillata,Surf Scoter,species,-122.97309091299996,37.994619267000076,-122.89482290799998,38.01598558650005
93,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Stachys,chamissonis,,Plantae,Stachys chamissonis,Coastal Hedge-nettle,species,-122.86940228199995,38.037252109000065,-122.89482290799998,38.01598558650005
94,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,hudsonius,,Aves,Circus hudsonius,Northern Harrier,species,-122.97506999999996,38.04696000000007,-122.89482290799998,38.01598558650005
95,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,pulegium,,Plantae,Mentha pulegium,Pennyroyal,species,-122.87064999999996,38.04704450000003,-122.89482290799998,38.01598558650005
96,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Castilleja,ambigua,,Plantae,Castilleja ambigua,Johnny-nip,species,-122.88411666699994,38.02800283300007,-122.89482290799998,38.01598558650005
97,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Iris,douglasiana,,Plantae,Iris douglasiana,Douglas iris,species,-122.97218417899995,37.99236756200003,-122.89482290799998,38.01598558650005
98,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,heermanni,,Aves,Larus heermanni,Heermann's Gull,species,-122.96122775299995,38.027373355000066,-122.89482290799998,38.01598558650005
99,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Icaricia,icarioides,parapheres,Insecta,Icaricia icarioides parapheres,Point Reyes Blue,subspecies,-122.81871584299995,38.00431115600003,-122.89482290799998,38.01598558650005
100,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Clarkia,davyi,,Plantae,Clarkia davyi,Davy's Clarkia,species,-122.98429447699999,38.02237960000008,-122.89482290799998,38.01598558650005
101,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,muscaria,,Fungi,Amanita muscaria,Fly Agaric,species,-122.80731964099999,37.99351882900004,-122.89482290799998,38.01598558650005
102,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Triphysaria,pusilla,,Plantae,Triphysaria pusilla,dwarf orthocarpus,species,-122.96594999999996,37.99068833300004,-122.89482290799998,38.01598558650005
103,Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Thelomma,californicum,,Fungi,Thelomma californicum,,species,-122.96542899999997,37.990406000000064,-122.89482290799998,38.01598558650005
104,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Lysimachia,loeflingii,,Plantae,Lysimachia loeflingii,Blue Scarlet Pimpernel,species,-122.81094979799997,38.00258447900006,-122.89482290799998,38.01598558650005
105,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,vulgare,,Plantae,Cirsium vulgare,Bull Thistle,species,-122.88421111099996,38.03096944400005,-122.89482290799998,38.01598558650005
106,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Celastrina,echo,,Insecta,Celastrina echo,Echo Azure,species,-122.86994999999996,38.04765800000007,-122.89482290799998,38.01598558650005
107,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Pipilo,maculatus,,Aves,Pipilo maculatus,Spotted Towhee,species,-122.97458534999998,38.04324301500003,-122.89482290799998,38.01598558650005
108,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Ceanothus,thyrsiflorus,,Plantae,Ceanothus thyrsiflorus,blueblossom,species,-122.85985303999996,38.04389194700008,-122.89482290799998,38.01598558650005
109,Animalia,Mollusca,Gastropoda,Stylommatophora,Ariolimacidae,Ariolimax,buttoni,,Mollusca,Ariolimax buttoni,Button's Banana Slug,species,-122.86022166699996,38.047975000000065,-122.89482290799998,38.01598558650005
110,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Heracleum,maximum,,Plantae,Heracleum maximum,common cowparsnip,species,-122.98216999999994,37.99745500000006,-122.89482290799998,38.01598558650005
111,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae,Diplacus,aurantiacus,,Plantae,Diplacus aurantiacus,orange bush monkeyflower,species,-122.86228305599997,38.04724055600008,-122.89482290799998,38.01598558650005
112,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,wormskioldii,,Plantae,Trifolium wormskioldii,coast clover,species,-122.97334492199997,37.99300048600003,-122.89482290799998,38.01598558650005
113,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,ovatum,,Plantae,Vaccinium ovatum,California huckleberry,species,-122.85636166699999,38.02182783300003,-122.89482290799998,38.01598558650005
114,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,californianus,,Mollusca,Mytilus californianus,California Mussel,species,-122.97756156799994,38.014631465000036,-122.89482290799998,38.01598558650005
115,Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Romaleon,antennarium,,Other,Romaleon antennarium,Pacific Rock Crab,species,-122.93226546699998,38.038336654000034,-122.89482290799998,38.01598558650005
116,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,ochraceus,,Other,Pisaster ochraceus,Ochre Sea Star,species,-122.84471459999997,38.01020310000007,-122.89482290799998,38.01598558650005
117,Animalia,Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,californica,,Aves,Aphelocoma californica,California Scrub-Jay,species,-122.80619092499995,37.98794361100005,-122.89482290799998,38.01598558650005
118,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Mirounga,angustirostris,,Mammalia,Mirounga angustirostris,Northern Elephant Seal,species,-122.97351999999995,37.99299666700006,-122.89482290799998,38.01598558650005
119,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Armeria,maritima,,Plantae,Armeria maritima,Sea Thrift,species,-122.97457122799995,38.04684066800007,-122.89482290799998,38.01598558650005
120,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Bolbitius,titubans,,Fungi,Bolbitius titubans,yellow fieldcap,species,-122.86985145599999,38.049563944000056,-122.89482290799998,38.01598558650005
121,Plantae,Tracheophyta,Polypodiopsida,Salviniales,Salviniaceae,Azolla,filiculoides,,Plantae,Azolla filiculoides,water fern,species,-122.86360439999999,38.04375530000004,-122.89482290799998,38.01598558650005
122,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helenium,puberulum,,Plantae,Helenium puberulum,Rosilla,species,-122.88274722199998,38.03328055600008,-122.89482290799998,38.01598558650005
123,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Heracleum,maximum,,Plantae,Heracleum maximum,common cowparsnip,species,-122.85423727599999,38.04567638100008,-122.89482290799998,38.01598558650005
124,Animalia,Chordata,Aves,Pelecaniformes,Pelecanidae,Pelecanus,erythrorhynchos,,Aves,Pelecanus erythrorhynchos,American White Pelican,species,-122.91582999999997,38.03363050000007,-122.89482290799998,38.01598558650005
125,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Lysimachia,arvensis,,Plantae,Lysimachia arvensis,scarlet pimpernel,species,-122.84391999999997,38.00970833300005,-122.89482290799998,38.01598558650005
126,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Limenitis,lorquini,,Insecta,Limenitis lorquini,Lorquin's Admiral,species,-122.87622109699998,38.04100210400003,-122.89482290799998,38.01598558650005
127,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Iris,douglasiana,,Plantae,Iris douglasiana,Douglas iris,species,-122.862507231,38.02050459000003,-122.89482290799998,38.01598558650005
128,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,Abronia,latifolia,,Plantae,Abronia latifolia,Yellow Sand Verbena,species,-122.96079333299997,38.027706667000075,-122.89482290799998,38.01598558650005
129,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Sisyrinchium,bellum,,Plantae,Sisyrinchium bellum,western blue-eyed grass,species,-122.98106111099997,37.99688888900005,-122.89482290799998,38.01598558650005
