OBJECTID,taxon_kingdom_name,taxon_phylum_name,taxon_class_name,taxon_order_name,taxon_family_name,taxon_genus_name,taxon_species_name,taxon_infraspecific_name,taxon_category_name,scientific_name,common_name,taxon_rank,long,lat,center_x,center_y
2546,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eriophyllum,lanatum,,Plantae,Eriophyllum lanatum,common woolly sunflower,species,-122.96600333299995,37.99075833300003,-122.89482290799998,38.01598558650005
2547,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Mirounga,angustirostris,,Mammalia,Mirounga angustirostris,Northern Elephant Seal,species,-122.97352932399997,37.99415884600006,-122.89482290799998,38.01598558650005
2548,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Mirounga,angustirostris,,Mammalia,Mirounga angustirostris,Northern Elephant Seal,species,-122.96439751699995,37.99052663500004,-122.89482290799998,38.01598558650005
2549,Animalia,Mollusca,Gastropoda,Nudibranchia,Myrrhinidae,Hermissenda,opalescens,,Mollusca,Hermissenda opalescens,Opalescent Nudibranch,species,-122.94053666699995,38.03630000000004,-122.89482290799998,38.01598558650005
2550,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,Abronia,umbellata,,Plantae,Abronia umbellata,Pink Sand Verbena,species,-122.96134999999998,38.027550000000076,-122.89482290799998,38.01598558650005
2551,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae,Diplacus,aurantiacus,,Plantae,Diplacus aurantiacus,orange bush monkeyflower,species,-122.84782228999995,38.01519275900006,-122.89482290799998,38.01598558650005
2552,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,wormskioldii,,Plantae,Trifolium wormskioldii,coast clover,species,-122.97424985899994,37.993449492000025,-122.89482290799998,38.01598558650005
2553,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,occidentalis,,Aves,Larus occidentalis,Western Gull,species,-122.96138763399995,38.02699959800003,-122.89482290799998,38.01598558650005
2554,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Maianthemum,racemosum,,Plantae,Maianthemum racemosum,false Solomon's seal,species,-122.87940833299996,38.03821944400005,-122.89482290799998,38.01598558650005
2555,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Dipterostemon,capitatus,,Plantae,Dipterostemon capitatus,Blue Dicks,species,-122.79186986599996,37.98660495200005,-122.89482290799998,38.01598558650005
2556,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Calystegia,purpurata,,Plantae,Calystegia purpurata,Pacific False Bindweed,species,-122.98223833299994,37.997421667000026,-122.89482290799998,38.01598558650005
2557,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Dudleya,farinosa,,Plantae,Dudleya farinosa,powdery liveforever,species,-122.97810333299998,37.99620500000003,-122.89482290799998,38.01598558650005
2558,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,difficilis,,Aves,Empidonax difficilis,Pacific-slope Flycatcher,species,-122.89263646599994,38.042839567000044,-122.89482290799998,38.01598558650005
2559,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Phacelia,californica,,Plantae,Phacelia californica,California phacelia,species,-122.93199999999996,38.03951950000004,-122.89482290799998,38.01598558650005
2560,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Junonia,grisea,,Insecta,Junonia grisea,Gray Buckeye,species,-122.81067883099996,38.00036342100003,-122.89482290799998,38.01598558650005
2561,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,repens,,Plantae,Ranunculus repens,Creeping buttercup,species,-122.79878333299996,38.00866666700006,-122.89482290799998,38.01598558650005
2562,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,immer,,Aves,Gavia immer,Common Loon,species,-122.98217084099997,37.99774772300003,-122.89482290799998,38.01598558650005
2563,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,coronopus,,Plantae,Plantago coronopus,minutina,species,-122.96672783199995,37.99098274600004,-122.89482290799998,38.01598558650005
2564,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,muscaria,flavivolvata,Fungi,Amanita muscaria flavivolvata,American Fly Agaric,subspecies,-122.88272556899994,38.02839294100005,-122.89482290799998,38.01598558650005
2565,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,pes-caprae,,Plantae,Oxalis pes-caprae,Bermuda-buttercup,species,-122.85919999999999,38.01855000000006,-122.89482290799998,38.01598558650005
2566,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,hemionus,,Mammalia,Odocoileus hemionus,Mule Deer,species,-122.98804499999994,37.99595500000004,-122.89482290799998,38.01598558650005
2567,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris,marginalis,,Insecta,Pieris marginalis,Margined White,species,-122.86394816299998,38.03740047100007,-122.89482290799998,38.01598558650005
2568,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,latrans,,Mammalia,Canis latrans,Coyote,species,-122.97197166699999,38.04533883300007,-122.89482290799998,38.01598558650005
2569,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,ochraceus,,Other,Pisaster ochraceus,Ochre Sea Star,species,-122.85010512899999,38.012328438000054,-122.89482290799998,38.01598558650005
2570,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Polypogon,monspeliensis,,Plantae,Polypogon monspeliensis,annual beard grass,species,-122.82186126699997,37.99715042100007,-122.89482290799998,38.01598558650005
2571,Animalia,Arthropoda,Hexanauplia,Pollicipedomorpha,Pollicipedidae,Pollicipes,polymerus,,Other,Pollicipes polymerus,Goose Barnacle,species,-122.97942312999999,38.01250681100004,-122.89482290799998,38.01598558650005
2572,Animalia,Chordata,Aves,Passeriformes,Turdidae,Catharus,ustulatus,,Aves,Catharus ustulatus,Swainson's Thrush,species,-122.995665283,38.005491052000025,-122.89482290799998,38.01598558650005
2573,Animalia,Chordata,Aves,Suliformes,Sulidae,Sula,brewsteri,,Aves,Sula brewsteri,Cocos Booby,species,-122.96549999999996,37.99033333300008,-122.89482290799998,38.01598558650005
2574,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Platanthera,elegans,,Plantae,Platanthera elegans,Elegant Rein Orchid,species,-122.84535333299999,38.012588883000035,-122.89482290799998,38.01598558650005
2575,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sidalcea,malviflora,,Plantae,Sidalcea malviflora,Dwarf Checkermallow,species,-122.98027987299997,37.99655020800003,-122.89482290799998,38.01598558650005
2576,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,hemionus,,Mammalia,Odocoileus hemionus,Mule Deer,species,-122.98217222199997,37.99740000000003,-122.89482290799998,38.01598558650005
2577,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Macrocystis,pyrifera,,Other,Macrocystis pyrifera,Giant Kelp,species,-122.96220805499996,38.02620527000005,-122.89482290799998,38.01598558650005
2578,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Calochortus,tolmiei,,Plantae,Calochortus tolmiei,Tolmie's pussy ears,species,-122.965621667,37.99036166700006,-122.89482290799998,38.01598558650005
2579,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cakile,maritima,,Plantae,Cakile maritima,European Searocket,species,-122.94136111099999,38.03154722200003,-122.89482290799998,38.01598558650005
2580,Animalia,Chordata,Aves,Cathartiformes,Cathartidae,Cathartes,aura,,Aves,Cathartes aura,Turkey Vulture,species,-122.98252344899998,37.99829327600003,-122.89482290799998,38.01598558650005
2581,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Spiranthes,romanzoffiana,,Plantae,Spiranthes romanzoffiana,Irish lady's-tresses,species,-122.96694603099996,38.00534414800006,-122.89482290799998,38.01598558650005
2582,Animalia,Mollusca,Gastropoda,Stylommatophora,Ariolimacidae,Ariolimax,buttoni,,Mollusca,Ariolimax buttoni,Button's Banana Slug,species,-122.88000762699994,38.03754711000005,-122.89482290799998,38.01598558650005
2583,Animalia,Mollusca,Gastropoda,Stylommatophora,Ariolimacidae,Ariolimax,buttoni,,Mollusca,Ariolimax buttoni,Button's Banana Slug,species,-122.82302166699998,38.024105500000076,-122.89482290799998,38.01598558650005
2584,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Viburnaceae,Sambucus,racemosa,,Plantae,Sambucus racemosa,red elderberry,species,-122.82431809999997,38.02427490000008,-122.89482290799998,38.01598558650005
2585,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,hemionus,columbianus,Mammalia,Odocoileus hemionus columbianus,Black-tailed Deer,subspecies,-122.882821262,38.02717198300007,-122.89482290799998,38.01598558650005
2586,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Crocosmia,×,,Plantae,Crocosmia × crocosmiiflora,Montbretia,hybrid,-122.82596103999998,38.02766241000006,-122.89482290799998,38.01598558650005
2587,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Anaphalis,margaritacea,,Plantae,Anaphalis margaritacea,pearly everlasting,species,-122.82167546299996,38.025012254000046,-122.89482290799998,38.01598558650005
2588,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,brachyrhynchos,,Aves,Corvus brachyrhynchos,American Crow,species,-122.89533848899998,38.02911691400004,-122.89482290799998,38.01598558650005
2589,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Mirounga,angustirostris,,Mammalia,Mirounga angustirostris,Northern Elephant Seal,species,-122.97954509999994,37.99530450000003,-122.89482290799998,38.01598558650005
2590,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Mirounga,angustirostris,,Mammalia,Mirounga angustirostris,Northern Elephant Seal,species,-122.91560168999996,38.03905493900004,-122.89482290799998,38.01598558650005
2591,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Distichlis,spicata,,Plantae,Distichlis spicata,Seashore Saltgrass,species,-122.87982069999998,38.04863380000006,-122.89482290799998,38.01598558650005
2592,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Lythrum,hyssopifolia,,Plantae,Lythrum hyssopifolia,Hyssop Loosestrife,species,-122.86116166699998,38.018883333000076,-122.89482290799998,38.01598558650005
2593,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Fritillaria,affinis,,Plantae,Fritillaria affinis,checker lily,species,-122.80472715399998,38.003697905000024,-122.89482290799998,38.01598558650005
2594,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,americanus,,Aves,Numenius americanus,Long-billed Curlew,species,-122.96160987199994,38.02737122800005,-122.89482290799998,38.01598558650005
2595,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Marah,fabacea,,Plantae,Marah fabacea,California manroot,species,-122.972423333,37.99329166700005,-122.89482290799998,38.01598558650005
2596,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Phacelia,californica,,Plantae,Phacelia californica,California phacelia,species,-122.96576666699997,37.99058611100003,-122.89482290799998,38.01598558650005
2597,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Castilleja,wightii,,Plantae,Castilleja wightii,Wight's Paintbrush,species,-122.96525469999995,37.990229000000056,-122.89482290799998,38.01598558650005
2598,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,corax,,Aves,Corvus corax,Common Raven,species,-122.99415666699997,37.99779166700006,-122.89482290799998,38.01598558650005
2599,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Sanicula,arctopoides,,Plantae,Sanicula arctopoides,Footsteps of spring,species,-122.96575919999998,37.99034980000005,-122.89482290799998,38.01598558650005
2600,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Mirounga,angustirostris,,Mammalia,Mirounga angustirostris,Northern Elephant Seal,species,-122.97221374499998,37.99271392800006,-122.89482290799998,38.01598558650005
2601,Plantae,Tracheophyta,Magnoliopsida,Fabales,Polygalaceae,Rhinotropis,californica,,Plantae,Rhinotropis californica,California milkwort,species,-122.90557222199999,38.054580556000076,-122.89482290799998,38.01598558650005
2602,Animalia,Chordata,Aves,Passeriformes,Aegithalidae,Psaltriparus,minimus,,Aves,Psaltriparus minimus,Bushtit,species,-122.88256999999999,38.03357783300004,-122.89482290799998,38.01598558650005
2603,Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,virginianus,,Aves,Bubo virginianus,Great Horned Owl,species,-122.97776999999996,37.994806667000034,-122.89482290799998,38.01598558650005
2604,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sidalcea,malviflora,,Plantae,Sidalcea malviflora,Dwarf Checkermallow,species,-122.98193629999997,37.99734977000003,-122.89482290799998,38.01598558650005
2605,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,hemionus,columbianus,Mammalia,Odocoileus hemionus columbianus,Black-tailed Deer,subspecies,-122.88258333299996,38.02815000000004,-122.89482290799998,38.01598558650005
2606,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Dudleya,cymosa,,Plantae,Dudleya cymosa,Canyon Live-forever,species,-122.83835542999998,38.01050906000006,-122.89482290799998,38.01598558650005
2607,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Argynnis,zerene,,Insecta,Argynnis zerene,Zerene Fritillary,species,-122.94066877599994,38.04190126700007,-122.89482290799998,38.01598558650005
2608,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Fritillaria,affinis,,Plantae,Fritillaria affinis,checker lily,species,-122.98045333299996,37.99669166700005,-122.89482290799998,38.01598558650005
2609,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sidalcea,malviflora,,Plantae,Sidalcea malviflora,Dwarf Checkermallow,species,-122.99979636499995,38.008847684000045,-122.89482290799998,38.01598558650005
2610,Animalia,Chordata,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus,,Mammalia,Urocyon cinereoargenteus,Gray Fox,species,-122.85675138899995,38.03977638900005,-122.89482290799998,38.01598558650005
2611,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Mirounga,angustirostris,,Mammalia,Mirounga angustirostris,Northern Elephant Seal,species,-122.97954509999994,37.99530450000003,-122.89482290799998,38.01598558650005
2612,Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus,tinctorius,,Fungi,Pisolithus tinctorius,Dead Man's Foot,species,-122.99127113099996,38.01775881300006,-122.89482290799998,38.01598558650005
2613,Plantae,Tracheophyta,Magnoliopsida,Piperales,Aristolochiaceae,Asarum,caudatum,,Plantae,Asarum caudatum,Western Wild Ginger,species,-122.85379949999998,38.04547430000008,-122.89482290799998,38.01598558650005
2614,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,hemionus,columbianus,Mammalia,Odocoileus hemionus columbianus,Black-tailed Deer,subspecies,-122.97318588499996,37.99300967200003,-122.89482290799998,38.01598558650005
2615,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Castilleja,affinis,,Plantae,Castilleja affinis,Coast Indian Paintbrush,species,-122.96668333299999,37.99117000000007,-122.89482290799998,38.01598558650005
2616,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Calochortus,tolmiei,,Plantae,Calochortus tolmiei,Tolmie's pussy ears,species,-122.96701166699995,37.99142000000006,-122.89482290799998,38.01598558650005
2617,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,potentilloides,,Plantae,Geranium potentilloides,cinquefoil geranium,species,-122.82760499999995,38.03252500000008,-122.89482290799998,38.01598558650005
2618,Animalia,Chordata,Mammalia,Artiodactyla,Eschrichtiidae,Eschrichtius,robustus,,Mammalia,Eschrichtius robustus,Gray Whale,species,-122.85856180999997,38.04151445600007,-122.89482290799998,38.01598558650005
2619,Animalia,Mollusca,Gastropoda,Nudibranchia,Myrrhinidae,Hermissenda,opalescens,,Mollusca,Hermissenda opalescens,Opalescent Nudibranch,species,-122.84351829399998,38.00929748100003,-122.89482290799998,38.01598558650005
2620,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Macrocystis,pyrifera,,Other,Macrocystis pyrifera,Giant Kelp,species,-122.96202833299998,38.026386167000055,-122.89482290799998,38.01598558650005
2621,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Nereocystis,luetkeana,,Other,Nereocystis luetkeana,Bull Kelp,species,-122.958686667,38.02772333300004,-122.89482290799998,38.01598558650005
2622,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Iris,douglasiana,,Plantae,Iris douglasiana,Douglas iris,species,-122.88341854999999,38.02999282400003,-122.89482290799998,38.01598558650005
2623,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,semipalmatus,,Aves,Charadrius semipalmatus,Semipalmated Plover,species,-122.90710283399994,38.02746454100003,-122.89482290799998,38.01598558650005
2624,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Stachys,chamissonis,,Plantae,Stachys chamissonis,Coastal Hedge-nettle,species,-122.89414239999996,38.02719410000003,-122.89482290799998,38.01598558650005
2625,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Astur,cooperii,,Aves,Astur cooperii,Cooper's Hawk,species,-122.88759339999996,38.05390190000003,-122.89482290799998,38.01598558650005
2626,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Dicentra,formosa,,Plantae,Dicentra formosa,Pacific Bleeding Heart,species,-122.80113833299998,37.99855500000007,-122.89482290799998,38.01598558650005
2627,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,sativa,,Plantae,Vicia sativa,Common Vetch,species,-122.97597374599997,37.99502354400005,-122.89482290799998,38.01598558650005
2628,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Symphyotrichum,chilense,,Plantae,Symphyotrichum chilense,Pacific Aster,species,-122.88196160799998,38.03339759800008,-122.89482290799998,38.01598558650005
2629,Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,productus,,Other,Cancer productus,Red Rock Crab,species,-122.962761667,38.026152833000026,-122.89482290799998,38.01598558650005
2630,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia,californica,,Plantae,Eschscholzia californica,Californian poppy,species,-122.9113635,38.03820330000008,-122.89482290799998,38.01598558650005
2631,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Frangula,californica,,Plantae,Frangula californica,California buckthorn,species,-122.85599760099996,38.036714123000024,-122.89482290799998,38.01598558650005
2632,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,fuscipes,,Mammalia,Neotoma fuscipes,Dusky-footed Woodrat,species,-122.87308491799996,38.02638557800003,-122.89482290799998,38.01598558650005
2633,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Ceanothus,thyrsiflorus,,Plantae,Ceanothus thyrsiflorus,blueblossom,species,-122.84103332999996,38.01465555000004,-122.89482290799998,38.01598558650005
2634,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Hydrocotyle,ranunculoides,,Plantae,Hydrocotyle ranunculoides,water pennywort,species,-122.87183333299998,38.032125000000065,-122.89482290799998,38.01598558650005
2635,Animalia,Chordata,Aves,Passeriformes,Parulidae,Leiothlypis,celata,,Aves,Leiothlypis celata,Orange-crowned Warbler,species,-122.97654094699999,37.994953026000076,-122.89482290799998,38.01598558650005
2636,Animalia,Mollusca,Gastropoda,Nudibranchia,Dotidae,Doto,columbiana,,Mollusca,Doto columbiana,British Columbia Doto,species,-122.94082666699995,38.036515000000065,-122.89482290799998,38.01598558650005
2637,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coccinella,californica,,Insecta,Coccinella californica,California Lady Beetle,species,-122.96544999999998,37.990366667000046,-122.89482290799998,38.01598558650005
2638,Animalia,Arthropoda,Insecta,Coleoptera,Cicindelidae,Cicindela,hirticollis,,Insecta,Cicindela hirticollis,Hairy-necked Tiger Beetle,species,-122.91201889499996,38.029471569000066,-122.89482290799998,38.01598558650005
2639,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Ceanothus,thyrsiflorus,thyrsiflorus,Plantae,Ceanothus thyrsiflorus thyrsiflorus,,variety,-122.85692499999999,38.04070000000007,-122.89482290799998,38.01598558650005
2640,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sidalcea,malviflora,,Plantae,Sidalcea malviflora,Dwarf Checkermallow,species,-122.98095319999999,37.99687023000007,-122.89482290799998,38.01598558650005
2641,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,semipalmatus,,Aves,Charadrius semipalmatus,Semipalmated Plover,species,-122.90958285199997,38.02886476000003,-122.89482290799998,38.01598558650005
2642,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,striatus,,Aves,Accipiter striatus,Sharp-shinned Hawk,species,-122.79882430999999,37.993186501000025,-122.89482290799998,38.01598558650005
2643,Fungi,Ascomycota,Pezizomycetes,Pezizales,Helvellaceae,Helvella,vespertina,,Fungi,Helvella vespertina,Western Black Elfin Saddle,species,-122.88276111099998,38.028191667000044,-122.89482290799998,38.01598558650005
2644,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia,californica,,Plantae,Eschscholzia californica,Californian poppy,species,-122.97673158399999,37.99414873100005,-122.89482290799998,38.01598558650005
2645,Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Crassadoma,gigantea,,Mollusca,Crassadoma gigantea,Giant Rock Scallop,species,-122.88847181999995,38.02557453600008,-122.89482290799998,38.01598558650005
2646,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Arctotheca,prostrata,,Plantae,Arctotheca prostrata,Prostrate Capeweed,species,-122.88759339999996,38.05390190000003,-122.89482290799998,38.01598558650005
2647,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,pulegium,,Plantae,Mentha pulegium,Pennyroyal,species,-122.87305867199996,38.05277704200006,-122.89482290799998,38.01598558650005
2648,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Celastrina,echo,,Insecta,Celastrina echo,Echo Azure,species,-122.85815799999995,38.043269500000065,-122.89482290799998,38.01598558650005
2649,Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,productus,,Other,Cancer productus,Red Rock Crab,species,-122.96134166699994,38.02688333300006,-122.89482290799998,38.01598558650005
2650,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus,canadensis,nannodes,Mammalia,Cervus canadensis nannodes,Tule Elk,subspecies,-122.96247166699999,38.033375000000035,-122.89482290799998,38.01598558650005
2651,Animalia,Chordata,Aves,Passeriformes,Sittidae,Sitta,canadensis,,Aves,Sitta canadensis,Red-breasted Nuthatch,species,-122.87027028499995,38.03314542100003,-122.89482290799998,38.01598558650005
2652,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Hypochaeris,radicata,,Plantae,Hypochaeris radicata,false dandelion,species,-122.87850399999996,38.039145000000076,-122.89482290799998,38.01598558650005
2653,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Cyperus,eragrostis,,Plantae,Cyperus eragrostis,tall flatsedge,species,-122.863205,38.04383883300005,-122.89482290799998,38.01598558650005
2654,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coccinella,septempunctata,,Insecta,Coccinella septempunctata,Seven-spotted Ladybird Beetle,species,-122.97218333299998,37.99326666700006,-122.89482290799998,38.01598558650005
2655,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Anarhynchus,nivosus,,Aves,Anarhynchus nivosus,Snowy Plover,species,-122.90250999999995,38.02840333300003,-122.89482290799998,38.01598558650005
2656,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,quercetorum,,Plantae,Cirsium quercetorum,Alameda thistle,species,-122.96751333299994,37.99161166700003,-122.89482290799998,38.01598558650005
2657,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,glaucus,,Plantae,Erigeron glaucus,seaside daisy,species,-122.97567748999995,38.042846680000025,-122.89482290799998,38.01598558650005
2658,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Streptanthus,glandulosus,,Plantae,Streptanthus glandulosus,bristly jewelflower,species,-122.79511944799998,37.982670760000076,-122.89482290799998,38.01598558650005
2659,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Achillea,millefolium,,Plantae,Achillea millefolium,common yarrow,species,-122.85745820799997,38.04211501300006,-122.89482290799998,38.01598558650005
2660,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Gymnopilus,ventricosus,,Fungi,Gymnopilus ventricosus,Western Jumbo Gym,species,-122.85365134499995,38.044965439000066,-122.89482290799998,38.01598558650005
2661,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,Claytonia,sibirica,,Plantae,Claytonia sibirica,Candy Flower,species,-122.87257499999998,38.045958333000044,-122.89482290799998,38.01598558650005
2662,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Platanthera,dilatata,leucostachys,Plantae,Platanthera dilatata leucostachys,Sierra Bog Orchid,variety,-122.95388912699997,38.02755135700005,-122.89482290799998,38.01598558650005
2663,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melospiza,melodia,,Aves,Melospiza melodia,Song Sparrow,species,-122.88423244399996,38.03075648500004,-122.89482290799998,38.01598558650005
2664,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Platanthera,elegans,elegans,Plantae,Platanthera elegans elegans,coast piperia,subspecies,-122.88793532999995,38.04340409900004,-122.89482290799998,38.01598558650005
2665,Animalia,Chordata,Amphibia,Anura,Hylidae,Pseudacris,regilla,,Amphibia,Pseudacris regilla,Pacific chorus frog,species,-122.78822421999996,37.989364641000066,-122.89482290799998,38.01598558650005
2666,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Fritillaria,affinis,,Plantae,Fritillaria affinis,checker lily,species,-122.85586666699999,38.033091667000065,-122.89482290799998,38.01598558650005
2667,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hydnangiaceae,Laccaria,amethysteo-occidentalis,,Fungi,Laccaria amethysteo-occidentalis,Western Amethyst Laccaria,species,-122.88309499999997,38.028141670000025,-122.89482290799998,38.01598558650005
2668,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,forsteri,,Aves,Sterna forsteri,Forster's Tern,species,-122.96182999999996,38.02734716700007,-122.89482290799998,38.01598558650005
2669,Animalia,Mollusca,Gastropoda,Stylommatophora,Ariolimacidae,Ariolimax,buttoni,,Mollusca,Ariolimax buttoni,Button's Banana Slug,species,-122.81162623299997,38.024356960000034,-122.89482290799998,38.01598558650005
2670,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,leucophrys,,Aves,Zonotrichia leucophrys,White-crowned Sparrow,species,-122.97342833299996,37.992911667000044,-122.89482290799998,38.01598558650005
2671,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Armeria,maritima,,Plantae,Armeria maritima,Sea Thrift,species,-122.97656036999996,37.99445644000008,-122.89482290799998,38.01598558650005
2672,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Sisyrinchium,bellum,,Plantae,Sisyrinchium bellum,western blue-eyed grass,species,-122.97189699999996,37.99318800000003,-122.89482290799998,38.01598558650005
